Task Time,Domain
2021-08-24T08:19:58.809Z,f-io.online
2021-08-24T08:12:08.616Z,f-io.online
2021-08-24T08:05:48.628Z,f-io.online
2021-08-24T06:54:50.733Z,f-io.online
2021-08-24T06:25:26.356Z,f-io.online
2021-08-24T06:23:57.866Z,f-io.online
2021-08-24T06:04:57.759Z,f-io.online
2021-08-24T06:04:28.874Z,f-io.online
2021-08-24T06:03:32.177Z,f-io.online
2021-08-24T06:03:03.376Z,f-io.online
2021-08-24T05:45:49.734Z,f-io.online
2021-08-24T05:44:30.100Z,f-io.online
2021-08-24T05:43:40.633Z,f-io.online
2021-08-24T05:32:26.536Z,f-io.online
2021-08-24T05:17:42.012Z,f-io.online
2021-08-24T03:13:24.903Z,f-io.online
2021-08-24T03:00:32.222Z,f-io.online
2021-08-24T02:56:09.545Z,f-io.online
2021-08-24T02:45:52.252Z,f-io.online
2021-08-24T01:18:11.180Z,f-io.online
2021-08-24T01:03:30.693Z,f-io.online
2021-08-24T00:50:16.124Z,f-io.online
2021-08-24T00:15:18.510Z,f-io.online
2021-08-23T23:57:17.400Z,f-io.online
2021-08-23T17:59:09.229Z,h9-mil.live
2021-08-23T07:18:05.300Z,le1tech-ai.xyz
2021-08-20T03:55:59.350Z,cad-e0l.xyz
2021-08-19T17:48:59.116Z,shared-trading.com
2021-08-17T14:06:30.054Z,nd1-rs.xyz
2021-08-17T14:02:54.558Z,nd1-rs.xyz
2021-08-17T13:29:06.735Z,nd1-rs.xyz
2021-08-17T12:19:52.575Z,le1tech-ai.xyz
2021-08-17T11:40:22.288Z,pf2-ow.xyz
2021-08-17T11:31:51.256Z,nd1-rs.xyz
2021-08-17T09:37:04.876Z,e-ocene.com
2021-08-17T08:37:55.488Z,nd1-rs.xyz
2021-08-17T08:25:04.905Z,xiad8s-ik.xyz
2021-08-17T08:17:18.957Z,xiad8s-ik.xyz
2021-08-17T07:43:20.722Z,xiad8s-ik.xyz
2021-08-17T07:34:42.783Z,nd1-rs.xyz
2021-08-17T07:33:24.361Z,xiad8s-ik.xyz
2021-08-17T06:58:45.813Z,cad-e0l.xyz
2021-08-17T01:29:02.590Z,nd1-rs.xyz
2021-08-17T00:52:33.902Z,ddhab3-nw.xyz
2021-08-16T23:08:12.437Z,xiad8s-ik.xyz
2021-08-16T21:27:19.949Z,nd1-rs.xyz
2021-08-16T21:02:21.148Z,shared-trading.com
2021-08-16T19:35:36.888Z,e-ocene.com
2021-08-16T19:29:19.657Z,0wk-sg.xyz
2021-08-16T19:25:33.084Z,e-ocene.com
2021-08-16T19:24:15.203Z,xiad8s-ik.xyz
2021-08-16T19:20:31.278Z,e-ocene.com
2021-08-16T17:59:34.439Z,e-ocene.com
2021-08-16T17:35:01.861Z,0wk-sg.xyz
2021-08-16T16:48:32.457Z,shared-trading.com
2021-08-16T16:09:55.586Z,le1tech-ai.xyz
2021-08-16T16:09:12.583Z,ddhab3-nw.xyz
2021-08-16T16:03:01.930Z,le1tech-ai.xyz
2021-08-16T16:01:35.196Z,nd1-rs.xyz
2021-08-16T15:55:30.270Z,cad-e0l.xyz
2021-08-16T15:47:12.650Z,nd1-rs.xyz
2021-08-16T14:47:29.274Z,le1tech-ai.xyz
2021-08-16T14:38:05.121Z,cad-e0l.xyz
2021-08-16T14:33:43.783Z,nd1-rs.xyz
2021-08-16T14:20:34.962Z,nd1-rs.xyz
2021-08-16T12:43:03.429Z,cad-e0l.xyz
2021-08-16T12:05:19.233Z,nd1-rs.xyz
2021-08-16T10:33:45.459Z,nd1-rs.xyz
2021-08-16T10:02:47.837Z,sxgs2-fd.xyz
2021-08-16T09:22:51.540Z,nd1-rs.xyz
2021-08-16T08:30:28.370Z,cad-e0l.xyz
2021-08-16T07:31:50.159Z,cad-e0l.xyz
2021-08-16T07:16:16.616Z,cad-e0l.xyz
2021-08-16T07:13:11.762Z,cad-e0l.xyz
2021-08-16T05:43:57.455Z,sxgs2-fd.xyz
2021-08-14T21:42:24.467Z,sxgs2-fd.xyz
2021-08-14T21:39:16.913Z,sxgs2-fd.xyz
2021-08-14T17:54:14.903Z,sxgs2-fd.xyz
2021-08-14T16:20:12.935Z,sxgs2-fd.xyz
2021-08-14T15:56:58.660Z,pf2-ow.xyz
2021-08-14T04:31:07.428Z,h-it.online
2021-08-13T19:35:11.040Z,shared-trading.com
2021-08-13T19:29:35.875Z,shared-trading.com
2021-08-13T17:32:51.191Z,h-it.online
2021-08-13T17:28:48.914Z,h-it.online
2021-08-13T17:17:33.504Z,h-it.online
2021-08-13T17:15:50.168Z,h-it.online
2021-08-13T15:20:25.835Z,pg6g-ne.xyz
2021-08-13T15:18:02.887Z,pg6g-ne.xyz
2021-08-13T15:16:23.295Z,pg6g-ne.xyz
2021-08-13T14:58:42.951Z,xiad8s-ik.xyz
2021-08-13T14:06:27.443Z,le1tech-ai.xyz
2021-08-13T13:57:52.897Z,nd1-rs.xyz
2021-08-13T13:48:58.249Z,nd1-rs.xyz
2021-08-13T13:45:27.679Z,le1tech-ai.xyz
2021-08-13T13:29:58.190Z,pg6g-ne.xyz
2021-08-13T13:27:25.699Z,pg6g-ne.xyz
2021-08-13T13:17:10.878Z,pg6g-ne.xyz
2021-08-13T13:09:30.865Z,pg6g-ne.xyz
2021-08-13T13:07:12.971Z,nd1-rs.xyz
2021-08-13T13:07:01.135Z,pg6g-ne.xyz
2021-08-13T12:34:49.081Z,nd1-rs.xyz
2021-08-13T12:21:56.998Z,nd1-rs.xyz
2021-08-13T12:17:13.791Z,nd1-rs.xyz
2021-08-13T12:16:21.672Z,le1tech-ai.xyz
2021-08-13T12:12:56.834Z,nd1-rs.xyz
2021-08-13T12:07:02.174Z,nd1-rs.xyz
2021-08-13T00:58:59.343Z,pg6g-ne.xyz
2021-08-12T22:58:22.595Z,shared-trading.com
2021-08-12T18:17:43.455Z,pg6g-ne.xyz
2021-08-12T10:32:18.972Z,an1-cs.xyz
2021-08-12T10:27:22.491Z,an1-cs.xyz
2021-08-12T08:31:25.690Z,shared-trading.com
2021-08-12T01:05:27.764Z,shared-trading.com
2021-08-11T21:52:21.712Z,shared-trading.com
2021-08-11T19:48:52.912Z,shared-trading.com
2021-08-10T17:38:09.023Z,sab-rg.xyz
2021-08-10T07:01:38.872Z,e-ocene.com
2021-08-09T20:53:41.878Z,cad-e0l.xyz
2021-08-09T06:52:01.155Z,cad-e0l.xyz
2021-08-06T12:25:21.354Z,cad-e0l.xyz
2021-08-05T15:12:06.694Z,safaris-africa.com
2021-08-05T10:50:56.672Z,bix-ch1.xyz
2021-08-04T21:53:29.829Z,bix-ch1.xyz
2021-08-04T20:05:34.731Z,e-cn.online
2021-08-04T12:59:47.942Z,bix-ch1.xyz
2021-08-04T12:12:27.215Z,re3jp-wrz.xyz
2021-08-04T10:41:10.918Z,bix-ch1.xyz
2021-08-04T07:13:49.711Z,enma-fr.xyz
2021-08-04T06:37:25.949Z,le1tech-ai.xyz
2021-08-04T06:19:51.103Z,le1tech-ai.xyz
2021-08-03T21:31:36.384Z,bix-ch1.xyz
2021-08-03T21:00:09.136Z,re3jp-wrz.xyz
2021-08-03T20:58:53.839Z,bix-ch1.xyz
2021-08-03T19:59:12.629Z,sxgs2-fd.xyz
2021-08-03T18:58:42.784Z,sxgs2-fd.xyz
2021-08-03T18:55:12.383Z,sxgs2-fd.xyz
2021-08-03T18:49:41.822Z,sxgs2-fd.xyz
2021-08-03T04:14:15.957Z,le3d-fz.xyz
2021-08-02T01:28:15.029Z,e-cn.online
2021-07-30T20:24:10.882Z,e-cn.online
2021-07-30T20:10:46.977Z,e-cn.online
2021-07-30T19:43:59.942Z,e-cn.online
2021-07-30T19:43:21.400Z,e-cn.online
2021-07-30T19:42:42.858Z,e-cn.online
2021-07-30T18:35:10.733Z,e-cn.online
2021-07-30T18:05:56.591Z,e-cn.online
2021-07-30T17:59:38.249Z,e-cn.online
2021-07-30T17:41:54.099Z,e-cn.online
2021-07-30T17:35:02.394Z,e-cn.online
2021-07-30T16:34:47.897Z,e-cn.online
2021-07-30T15:31:52.844Z,e-cn.online
2021-07-30T15:27:23.014Z,e-cn.online
2021-07-30T12:48:40.735Z,e-cn.online
2021-07-30T12:47:07.856Z,le3d-fz.xyz
2021-07-30T12:45:03.646Z,le3d-fz.xyz
2021-07-30T12:41:40.216Z,e-cn.online
2021-07-30T12:12:22.932Z,e-cn.online
2021-07-30T12:11:32.432Z,e-cn.online
2021-07-30T06:07:45.615Z,e-cn.online
2021-07-30T02:01:14.085Z,e-cn.online
2021-07-30T01:45:05.173Z,e-cn.online
2021-07-30T01:45:04.642Z,e-cn.online
2021-07-30T01:45:04.213Z,e-cn.online
2021-07-30T01:45:04.142Z,e-cn.online
2021-07-30T01:45:03.582Z,e-cn.online
2021-07-30T01:14:41.188Z,e-cn.online
2021-07-29T23:06:16.250Z,e-cn.online
2021-07-29T22:29:44.629Z,e-cn.online
2021-07-29T22:09:33.368Z,e-cn.online
2021-07-29T21:55:43.682Z,e-cn.online
2021-07-29T21:55:08.808Z,e-cn.online
2021-07-29T21:33:05.054Z,e-cn.online
2021-07-29T21:27:35.198Z,e-cn.online
2021-07-29T21:22:35.527Z,e-cn.online
2021-07-29T17:59:40.647Z,e-cn.online
2021-07-29T17:59:40.588Z,e-cn.online
2021-07-29T17:59:40.498Z,e-cn.online
2021-07-29T17:59:40.185Z,e-cn.online
2021-07-29T17:59:38.806Z,e-cn.online
2021-07-29T10:34:17.524Z,fish-cmc.org
2021-07-28T04:29:43.578Z,fish-cmc.org
2021-07-28T04:28:04.131Z,fish-cmc.org
2021-07-27T07:06:57.216Z,bix-ch1.xyz
2021-07-27T01:57:48.413Z,bix-ch1.xyz
2021-07-27T00:28:50.912Z,ns3-dl.xyz
2021-07-26T22:38:06.697Z,u-g8.online
2021-07-26T21:21:38.169Z,u-g8.online
2021-07-26T19:38:31.319Z,u-g8.online
2021-07-26T14:22:48.850Z,fish-cmc.org
2021-07-26T14:07:53.205Z,f-or.online
2021-07-26T14:07:15.303Z,f-or.online
2021-07-26T14:05:58.979Z,yxsh-hk.xyz
2021-07-26T14:02:35.331Z,f-or.online
2021-07-26T13:55:33.429Z,f-or.online
2021-07-26T13:54:07.927Z,f-or.online
2021-07-26T13:52:44.946Z,re3jp-wrz.xyz
2021-07-26T11:14:34.646Z,bix-ch1.xyz
2021-07-26T08:49:18.399Z,ns3-dl.xyz
2021-07-26T08:43:10.779Z,ns3-dl.xyz
2021-07-26T08:37:59.176Z,ns3-dl.xyz
2021-07-26T07:56:24.903Z,ns3-dl.xyz
2021-07-26T03:07:09.775Z,realty-aura.com
2021-07-26T01:06:52.588Z,f-or.online
2021-07-26T00:31:45.214Z,f-or.online
2021-07-25T17:41:27.006Z,f-or.online
2021-07-23T23:28:33.747Z,fish-cmc.org
2021-07-23T22:09:35.889Z,f-or.online
2021-07-23T20:49:46.444Z,f-or.online
2021-07-23T20:35:15.684Z,f-or.online
2021-07-23T20:34:34.329Z,f-or.online
2021-07-20T14:44:55.776Z,ix-a.online
2021-07-20T13:08:22.438Z,f-or.online
2021-07-20T04:55:03.038Z,ix-a.online
2021-07-20T03:48:24.036Z,f-or.online
2021-07-19T22:22:56.416Z,f-or.online
2021-07-19T16:49:08.235Z,s1d3-gy66.online
2021-07-19T16:08:40.446Z,s1d3-gy66.online
2021-07-19T14:32:15.934Z,s1d3-gy66.online
2021-07-19T14:22:37.569Z,d-f4r.online
2021-07-19T13:24:04.057Z,d-f4r.online
2021-07-19T10:07:28.357Z,s1d3-gy66.online
2021-07-19T04:24:10.733Z,g9-ot.club
2021-07-19T04:23:47.783Z,g9-ot.club
2021-07-16T19:38:54.207Z,ix-a.online
2021-07-16T18:02:26.385Z,ix-a.online
2021-07-16T17:54:07.034Z,d-f4r.online
2021-07-16T16:16:56.885Z,l-8si.club
2021-07-16T15:38:46.240Z,ix-a.online
2021-07-16T15:07:51.071Z,ix-a.online
2021-07-16T14:55:34.315Z,t-oo.online
2021-07-16T14:45:29.795Z,g9-ot.club
2021-07-16T14:39:56.744Z,l-8si.club
2021-07-16T14:17:35.694Z,t-oo.online
2021-07-16T14:16:41.220Z,ix-a.online
2021-07-16T12:54:08.614Z,g9-ot.club
2021-07-16T12:03:33.923Z,g9-ot.club
2021-07-16T08:21:09.027Z,g9-ot.club
2021-07-16T02:49:16.653Z,t-oo.online
2021-07-16T01:49:46.899Z,l-8si.club
2021-07-16T01:15:01.918Z,t-oo.online
2021-07-15T23:00:33.414Z,l-8si.club
2021-07-15T21:18:38.903Z,g9-ot.club
2021-07-15T21:08:01.538Z,g9-ot.club
2021-07-15T21:06:30.138Z,g9-ot.club
2021-07-15T19:22:44.245Z,g9-ot.club
2021-07-15T15:42:15.701Z,a-pp.online
2021-07-15T14:33:02.463Z,b-e4.online
2021-07-15T14:23:17.976Z,r-on.online
2021-07-15T13:55:21.446Z,a-pp.online
2021-07-15T13:31:43.668Z,o-ko.online
2021-07-15T12:45:44.586Z,o-ko.online
2021-07-15T12:44:58.621Z,o-ko.online
2021-07-15T12:44:39.769Z,o-ko.online
2021-07-15T12:44:35.601Z,o-ko.online
2021-07-15T12:44:04.565Z,o-ko.online
2021-07-15T12:43:56.750Z,o-ko.online
2021-07-15T02:25:20.121Z,r-on.online
2021-07-15T00:22:43.162Z,je-x.shop
2021-07-14T21:28:56.456Z,o-ko.online
2021-07-14T21:16:03.332Z,o-ko.online
2021-07-14T21:15:41.190Z,o-ko.online
2021-07-14T21:15:16.488Z,o-ko.online
2021-07-14T20:52:52.629Z,o-ko.online
2021-07-14T20:51:35.421Z,o-ko.online
2021-07-14T20:31:46.003Z,o-ko.online
2021-07-14T18:52:00.814Z,r-on.online
2021-07-14T18:44:38.954Z,o-ko.online
2021-07-14T18:10:53.899Z,o-ko.online
2021-07-14T18:04:35.986Z,o-ko.online
2021-07-14T17:17:53.037Z,r-on.online
2021-07-14T16:57:39.507Z,o-ko.online
2021-07-14T16:04:31.929Z,o-ko.online
2021-07-14T15:42:07.706Z,o-ko.online
2021-07-14T15:32:27.541Z,o-ko.online
2021-07-14T15:28:17.162Z,o-ko.online
2021-07-14T15:19:27.414Z,o-ko.online
2021-07-14T15:13:08.106Z,o-ko.online
2021-07-14T15:13:06.881Z,o-ko.online
2021-07-14T15:13:06.109Z,o-ko.online
2021-07-14T15:13:05.239Z,o-ko.online
2021-07-14T15:10:17.259Z,o-ko.online
2021-07-14T15:09:42.433Z,o-ko.online
2021-07-14T15:08:15.741Z,o-ko.online
2021-07-14T15:07:57.195Z,o-ko.online
2021-07-14T15:07:55.948Z,o-ko.online
2021-07-14T15:07:55.146Z,o-ko.online
2021-07-14T15:07:54.414Z,o-ko.online
2021-07-14T15:06:21.020Z,o-ko.online
2021-07-14T15:05:29.755Z,o-ko.online
2021-07-14T15:03:06.629Z,o-ko.online
2021-07-14T15:01:07.724Z,o-ko.online
2021-07-14T14:59:10.246Z,o-ko.online
2021-07-14T14:59:01.931Z,o-ko.online
2021-07-14T14:56:35.235Z,o-ko.online
2021-07-14T14:56:25.478Z,o-ko.online
2021-07-14T14:56:24.724Z,o-ko.online
2021-07-14T14:56:23.342Z,o-ko.online
2021-07-14T14:55:31.406Z,o-ko.online
2021-07-14T14:51:14.519Z,o-ko.online
2021-07-14T14:51:13.824Z,o-ko.online
2021-07-14T14:51:12.959Z,o-ko.online
2021-07-14T14:26:06.195Z,o-ko.online
2021-07-14T13:57:57.511Z,o-ko.online
2021-07-14T13:57:32.836Z,o-ko.online
2021-07-14T13:45:45.288Z,o-ko.online
2021-07-14T13:37:50.111Z,o-ko.online
2021-07-14T12:23:12.556Z,o-ko.online
2021-07-14T12:06:19.117Z,o-ko.online
2021-07-14T11:17:41.001Z,o-ko.online
2021-07-13T23:44:59.262Z,o-ko.online
2021-07-13T23:27:41.088Z,o-ko.online
2021-07-13T23:27:26.496Z,o-ko.online
2021-07-13T23:27:17.378Z,o-ko.online
2021-07-13T23:26:57.540Z,o-ko.online
2021-07-13T16:46:48.337Z,m-6t.club
2021-07-13T16:30:39.012Z,m-6t.club
2021-07-13T16:23:22.777Z,h-7p.club
2021-07-13T16:00:14.597Z,h-7p.club
2021-07-13T16:00:10.081Z,h-7p.club
2021-07-13T16:00:09.677Z,h-7p.club
2021-07-13T15:32:00.029Z,m-6t.club
2021-07-13T14:51:22.942Z,m-6t.club
2021-07-13T14:47:46.265Z,h-7p.club
2021-07-13T14:47:00.633Z,h-7p.club
2021-07-13T14:42:35.044Z,m-6t.club
2021-07-13T14:37:20.563Z,h-7p.club
2021-07-13T14:37:15.330Z,h-7p.club
2021-07-13T14:37:12.743Z,h-7p.club
2021-07-13T14:37:11.548Z,h-7p.club
2021-07-13T08:33:51.229Z,k-r7.club
2021-07-12T14:55:06.035Z,y-lk4.club
2021-07-12T13:01:24.989Z,j-k9.club
2021-07-10T12:06:31.270Z,h-at.online
2021-07-10T05:08:40.442Z,h-at.online
2021-07-10T04:52:41.321Z,h-at.online
2021-07-09T22:31:07.292Z,h-at.online
2021-07-09T22:16:54.057Z,h-at.online
2021-07-09T22:15:50.424Z,h-at.online
2021-07-09T21:35:03.287Z,h-at.online
2021-07-09T21:32:32.330Z,h-at.online
2021-07-09T17:01:08.238Z,c-0li.club
2021-07-09T16:45:52.620Z,k-5f.online
2021-07-09T16:38:10.290Z,c-0li.club
2021-07-09T16:17:55.870Z,k-5f.online
2021-07-09T15:55:34.889Z,k-5f.online
